"","Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
"1435",268,"Cape Cod Beer","Hyannis"," MA","Cape Cod Red",1928,0.055,35,"American Amber / Red Ale",16
"1436",268,"Cape Cod Beer","Hyannis"," MA","Beach Blonde",1927,0.049,10,"American Blonde Ale",16
"1437",269,"Long Trail Brewing Company","Bridgewater Corners"," VT","Long Trail Ale (1)",573,0.046,30,"Altbier",12
"1438",269,"Long Trail Brewing Company","Bridgewater Corners"," VT","Double Bag",1090,0.072,33,"Altbier",16
"1439",269,"Long Trail Brewing Company","Bridgewater Corners"," VT","Long Trail IPA",1926,0.059,42,"English India Pale Ale (IPA)",12
"1440",269,"Long Trail Brewing Company","Bridgewater Corners"," VT","Long Trail Ale",1924,0.046,30,"American Amber / Red Ale",12
"1441",269,"Long Trail Brewing Company","Bridgewater Corners"," VT","Blackbeary Wheat",574,0.04,8,"Fruit / Vegetable Beer",12
"1442",270,"Great Raft Brewing Company","Shreveport"," LA","Commotion APA",1923,0.052,49,"American Pale Ale (APA)",12
"1444",271,"Alaskan Brewing Company","Juneau"," AK","Alaskan Amber",1920,0.053,18,"Altbier",12
"1445",271,"Alaskan Brewing Company","Juneau"," AK","Freeride APA",1921,0.053,40,"American Pale Ale (APA)",12
"1452",273,"The Alchemist","Waterbury"," VT","Heady Topper",1111,0.08,120,"American Double / Imperial IPA",16
"1453",273,"The Alchemist","Waterbury"," VT","Heady Topper",379,0.08,120,"American Double / Imperial IPA",16
"1454",274,"Three Notch'd Brewing Company","Charlottesville"," VA","Hydraulion Red",1913,0.053,22,"Irish Red Ale",12
"1455",274,"Three Notch'd Brewing Company","Charlottesville"," VA","40 Mile IPA",1912,0.06,50,"American IPA",12
"1457",276,"Otter Creek Brewing","Middlebury"," VT","Fresh Slice White IPA",1908,0.055,45,"American White IPA",12
"1458",277,"Montauk Brewing Company","Montauk"," NY","Montauk Summer Ale",1907,0.056,28,"American Blonde Ale",12
"1459",277,"Montauk Brewing Company","Montauk"," NY","Driftwood Ale",1906,0.06,49,"Extra Special / Strong Bitter (ESB)",12
"1460",278,"Indeed Brewing Company","Minneapolis"," MN","Midnight Ryder",729,0.065,80,"American Black Ale",12
"1461",278,"Indeed Brewing Company","Minneapolis"," MN","Shenanigans Summer Ale",1115,0.046,27,"American Pale Wheat Ale",12
"1462",278,"Indeed Brewing Company","Minneapolis"," MN","Let It Ride IPA",1903,0.068,90,"American IPA",12
"1463",278,"Indeed Brewing Company","Minneapolis"," MN","Sweet Yamma Jamma Ale",1555,0.05,10,"Fruit / Vegetable Beer",12
"1464",278,"Indeed Brewing Company","Minneapolis"," MN","Stir Crazy Winter Ale",1691,0.065,22,"Winter Warmer",12
"1465",278,"Indeed Brewing Company","Minneapolis"," MN","Day Tripper Pale Ale",728,0.054,45,"American Pale Ale (APA)",12
"1466",279,"Berkshire Brewing Company","South Deerfield"," MA","Steel Rail Extra Pale Ale",1317,0.053,20,"American Pale Ale (APA)",12
"1467",279,"Berkshire Brewing Company","South Deerfield"," MA","Lost Sailor IPA",1900,0.055,40,"English India Pale Ale (IPA)",12
"1472",281,"Headlands Brewing Company","Mill Valley"," CA","Groupe G",1895,0.076,65,"Belgian IPA",16
"1473",281,"Headlands Brewing Company","Mill Valley"," CA","Hill 88 Double IPA",1893,0.088,77,"American Double / Imperial IPA",16
"1474",281,"Headlands Brewing Company","Mill Valley"," CA","Pt. Bonita Rustic Lager",1894,0.062,40,"American Pale Lager",16
"1475",282,"Bolero Snort Brewery","Ridgefield Park"," NJ","Longhop IPA",1891,0.042,30,"American IPA",16
"1476",282,"Bolero Snort Brewery","Ridgefield Park"," NJ","Lucky Buck",1890,0.04,34,"Irish Dry Stout",16
"1481",284,"Defiance Brewing Company","Hays"," KS","Thrasher Session India Pale Ale",1886,0.045,44,"American IPA",12
"1482",284,"Defiance Brewing Company","Hays"," KS","Gutch English Style Mild Ale",1885,0.05,16,"English Pale Mild Ale",12
"1483",285,"Milwaukee Brewing Company","Milwaukee"," WI","Flaming Damsel Lager (2010)",172,0.048,18,"Vienna Lager",16
"1484",285,"Milwaukee Brewing Company","Milwaukee"," WI","Hop Happy",1080,0.075,51,"American IPA",16
"1485",285,"Milwaukee Brewing Company","Milwaukee"," WI","Louie's Demise Amber Ale",1272,0.051,24,"American Amber / Red Ale",16
"1486",285,"Milwaukee Brewing Company","Milwaukee"," WI","Booyah Farmhouse Ale",932,0.065,20,"Saison / Farmhouse Ale",16
"1487",285,"Milwaukee Brewing Company","Milwaukee"," WI","Hop Freak",1884,0.087,80,"American Double / Imperial IPA",16
"1489",285,"Milwaukee Brewing Company","Milwaukee"," WI","Louie’s Demise Immort-Ale (2010)",171,0.051,24,"American Amber / Red Ale",16
"1490",286,"Catawba Island Brewing","Port Clinton"," OH","Seiche Scottish Ale",1881,0.078,16,"Scottish Ale",16
"1491",286,"Catawba Island Brewing","Port Clinton"," OH","Whitecap Wit",1882,0.048,16,"Witbier",16
"1492",287,"Back Forty Beer Company","Gadsden"," AL","Naked Pig Pale Ale",1875,0.06,43,"American Pale Ale (APA)",12
"1494",288,"Four Corners Brewing Company","Dallas"," TX","El Chingon IPA",1874,0.076,73,"American IPA",12
"1495",288,"Four Corners Brewing Company","Dallas"," TX","Local Buzz",1872,0.052,20,"American Blonde Ale",12
"1496",288,"Four Corners Brewing Company","Dallas"," TX","Block Party Robust Porter",1873,0.057,40,"American Porter",12
"1497",289,"Saint Archer Brewery","San Diego"," CA","Saint Archer Blonde",1864,0.048,22,"Kölsch",12
"1498",289,"Saint Archer Brewery","San Diego"," CA","Saint Archer IPA",1867,0.068,66,"American IPA",12
"1499",289,"Saint Archer Brewery","San Diego"," CA","Saint Archer Pale Ale",1865,0.052,40,"American Pale Ale (APA)",12
"1500",289,"Saint Archer Brewery","San Diego"," CA","Saint Archer White Ale",1868,0.05,15,"Witbier",12
"1502",291,"Hale's Ales","Seattle"," WA","Supergoose IPA",1857,0.069,67,"American IPA",12
"1504",292,"Tommyknocker Brewery","Idaho Springs"," CO","IPA & a Half",1856,0.073,87,"American IPA",12
"1505",292,"Tommyknocker Brewery","Idaho Springs"," CO","Ornery Amber Lager (2003)",736,0.055,33,"Vienna Lager",12
"1506",293,"Baxter Brewing Company","Lewiston"," ME","On the Count of 3 (2015)",1778,0.07,42,"Hefeweizen",16
"1509",293,"Baxter Brewing Company","Lewiston"," ME","Pamola Xtra Pale Ale",183,0.049,28,"American Pale Ale (APA)",12
"1512",293,"Baxter Brewing Company","Lewiston"," ME","Stowaway IPA",182,0.069,69,"American IPA",12
"1514",293,"Baxter Brewing Company","Lewiston"," ME","Amber Road",533,0.055,35,"American Amber / Red Ale",12
"1516",295,"Black Shirt Brewing Company","Denver"," CO","American Red Porter",1849,0.071,45,"American Porter",12
"1517",295,"Black Shirt Brewing Company","Denver"," CO","Colorado Red Ale",1847,0.066,44,"American Amber / Red Ale",12
"1518",295,"Black Shirt Brewing Company","Denver"," CO","American Red Saison",1848,0.078,34,"Saison / Farmhouse Ale",12
"1519",295,"Black Shirt Brewing Company","Denver"," CO","American India Red Ale",1850,0.071,83,"American Strong Ale",12
"1520",296,"Wachusett Brewing Company","Westminster"," MA","Wachusett Light IPA (2013)",1029,0.04,37,"American IPA",12
"1521",296,"Wachusett Brewing Company","Westminster"," MA","Wachusett Blueberry Ale",619,0.045,10,"Fruit / Vegetable Beer",12
"1522",296,"Wachusett Brewing Company","Westminster"," MA","Green Monsta IPA",618,0.06,55,"American IPA",12
"1523",296,"Wachusett Brewing Company","Westminster"," MA","Wachusett IPA",1844,0.056,50,"American IPA",12
"1524",296,"Wachusett Brewing Company","Westminster"," MA","Larry Imperial IPA",1418,0.085,85,"American Double / Imperial IPA",12
"1525",296,"Wachusett Brewing Company","Westminster"," MA","Pumpkan",908,0.052,20,"Pumpkin Ale",12
"1528",296,"Wachusett Brewing Company","Westminster"," MA","Wachusett Light IPA",1846,0.04,37,"American IPA",12
"1529",296,"Wachusett Brewing Company","Westminster"," MA","Country Pale Ale",1030,0.051,17,"English Pale Ale",12
"1530",296,"Wachusett Brewing Company","Westminster"," MA","Green Monsta IPA",1845,0.06,55,"American IPA",12
"1531",297,"Widmer Brothers Brewing Company","Portland"," OR","Hefe Black",1837,0.049,30,"Hefeweizen",12
"1532",297,"Widmer Brothers Brewing Company","Portland"," OR","Widmer Brothers Hefeweizen",1836,0.049,30,"Hefeweizen",12
"1533",297,"Widmer Brothers Brewing Company","Portland"," OR","Hefe Lemon",1838,0.049,30,"Radler",12
"1534",298,"Hop Farm Brewing Company","Pittsburgh"," PA","Provision",1835,0.042,25,"Saison / Farmhouse Ale",12
"1535",298,"Hop Farm Brewing Company","Pittsburgh"," PA","Hop Farm IPA",1833,0.058,45,"American IPA",12
"1536",298,"Hop Farm Brewing Company","Pittsburgh"," PA","One Nut Brown",1834,0.047,28,"American Brown Ale",12
"1537",299,"Liquid Hero Brewery","York"," PA","American Hero",1688,0.057,42,"American Amber / Red Ale",12
"1538",299,"Liquid Hero Brewery","York"," PA","Schweet Ale",1687,0.052,20,"Fruit / Vegetable Beer",12
"1539",299,"Liquid Hero Brewery","York"," PA","Irregardless IPA",1686,0.065,75,"American IPA",12
"1540",299,"Liquid Hero Brewery","York"," PA","Adam's Stout",1832,0.058,40,"American Stout",12
"1543",300,"Matt Brewing Company","Utica"," NY","Our Legacy IPA",1135,0.065,60,"American IPA",16
"1545",300,"Matt Brewing Company","Utica"," NY","Our Legacy IPA",1831,0.065,60,"American IPA",12
"1548",300,"Matt Brewing Company","Utica"," NY","Blueberry Blonde Ale",773,0.05,12,"American Blonde Ale",12
"1554",301,"Boston Beer Company","Boston"," MA","Boston Lager",1143,0.049,30,"Vienna Lager",12
"1556",301,"Boston Beer Company","Boston"," MA","Samuel Adams Octoberfest",1281,0.053,15,"Märzen / Oktoberfest",12
"1557",301,"Boston Beer Company","Boston"," MA","Boston Lager",1310,0.049,30,"Vienna Lager",12
"1558",301,"Boston Beer Company","Boston"," MA","Porch Rocker",1830,0.045,8,"Radler",12
"1560",301,"Boston Beer Company","Boston"," MA","Samuel Adams Summer Ale",1144,0.053,7,"American Pale Wheat Ale",12
"1561",301,"Boston Beer Company","Boston"," MA","Boston Lager",1349,0.049,30,"Vienna Lager",16
"1562",301,"Boston Beer Company","Boston"," MA","Rebel IPA",1629,0.065,45,"American IPA",16
"1569",302,"Old Forge Brewing Company","Danville"," PA","Falling Down Brown Ale",1487,0.065,65,"American Brown Ale",16
"1570",302,"Old Forge Brewing Company","Danville"," PA","Old Forge Pumpkin Ale",1394,0.046,20,"Pumpkin Ale",16
"1573",303,"Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Hop Rising Double IPA",1825,0.09,75,"American Double / Imperial IPA",12
"1578",303,"Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Hop Rising Double IPA (2014)",1680,0.09,75,"American Double / Imperial IPA",12
"1581",304,"Magic Hat Brewing Company","South Burlington"," VT","Elder Betty",1113,0.055,13,"Hefeweizen",12
"1582",304,"Magic Hat Brewing Company","South Burlington"," VT","#9",360,0.051,20,"Fruit / Vegetable Beer",12
"1583",304,"Magic Hat Brewing Company","South Burlington"," VT","#9",1813,0.051,20,"Fruit / Vegetable Beer",16
"1584",305,"Blue Hills Brewery","Canton"," MA","Quarter Mile Double IPA",1812,0.08,80,"American Double / Imperial IPA",12
"1586",307,"Beach Brewing Company","Virginia Beach"," VA","Hoptopus Double IPA",1806,0.088,108,"American Double / Imperial IPA",16
"1587",308,"Payette Brewing Company","Garden City"," ID","Payette Pale Ale",890,0.048,35,"American Pale Ale (APA)",12
"1588",308,"Payette Brewing Company","Garden City"," ID","Mutton Buster",775,0.055,25,"American Brown Ale",12
"1589",308,"Payette Brewing Company","Garden City"," ID","Rodeo Rye Pale Ale",1805,0.042,35,"American Pale Ale (APA)",12
"1590",308,"Payette Brewing Company","Garden City"," ID","Outlaw IPA",1048,0.062,65,"American IPA",12
"1592",309,"Brew Bus Brewing","Tampa"," FL","Last Stop IPA",1801,0.072,60,"American IPA",12
"1594",309,"Brew Bus Brewing","Tampa"," FL","Are Wheat There Yet?",1799,0.055,28,"American Pale Wheat Ale",12
"1595",309,"Brew Bus Brewing","Tampa"," FL","Rollin Dirty Red Ale",1800,0.05,21,"Irish Red Ale",12
"1596",310,"Sockeye Brewing Company","Boise"," ID","Old Devil's Tooth",1160,0.099,100,"American Barleywine",12
"1598",310,"Sockeye Brewing Company","Boise"," ID","Hell-Diver Pale Ale",1151,0.052,32,"American Pale Ale (APA)",12
"1601",310,"Sockeye Brewing Company","Boise"," ID","Dagger Falls IPA",879,0.063,100,"American IPA",12
"1606",310,"Sockeye Brewing Company","Boise"," ID","Winterfest",995,0.084,90,"American Strong Ale",16
"1608",310,"Sockeye Brewing Company","Boise"," ID","Woolybugger Wheat",1150,0.046,12,"American Pale Wheat Ale",12
"1611",310,"Sockeye Brewing Company","Boise"," ID","Dagger Falls IPA",1595,0.063,100,"American IPA",12
"1612",310,"Sockeye Brewing Company","Boise"," ID","Dagger Falls IPA",1596,0.063,100,"American IPA",12
"1615",312,"Dirty Bucket Brewing Company","Woodinville"," WA","Filthy Hoppin' IPA",1795,0.065,72,"American IPA",16
"1616",313,"Jackalope Brewing Company","Nashville"," TN","Thunder Ann",1793,0.055,37,"American Pale Ale (APA)",12
"1617",314,"Slanted Rock Brewing Company","Meridian"," ID","Iron Butt Red Ale",1792,0.058,39,"American Amber / Red Ale",12
"1618",314,"Slanted Rock Brewing Company","Meridian"," ID","Initial Point India Pale Ale",1609,0.071,92,"American IPA",12
"1619",315,"Piney River Brewing Company","Bucryus"," MO","Hot Date Ale",1791,0.06,20,"Chile Beer",16
"1620",315,"Piney River Brewing Company","Bucryus"," MO","Sweet Potato Ale",1491,0.06,24,"Fruit / Vegetable Beer",16
"1621",315,"Piney River Brewing Company","Bucryus"," MO","Missouri Mule India Pale Ale",479,0.07,70,"American IPA",16
"1622",315,"Piney River Brewing Company","Bucryus"," MO","Old Tom Porter",847,0.055,25,"American Porter",16
"1623",315,"Piney River Brewing Company","Bucryus"," MO","Float Trip Ale",1335,0.045,18,"American Blonde Ale",16
"1624",315,"Piney River Brewing Company","Bucryus"," MO","Black Walnut Wheat",846,0.045,18,"American Dark Wheat Ale",16
"1625",315,"Piney River Brewing Company","Bucryus"," MO","McKinney Eddy Amber Ale",521,0.055,20,"American Amber / Red Ale",16
"1637",319,"Banner Beer Company","Williamsburg"," MA","Banner American Rye",1644,0.045,20,"Rye Beer",12
"1638",319,"Banner Beer Company","Williamsburg"," MA","Banner American Ale",1643,0.035,45,"American Amber / Red Ale",12
"1641",321,"Claremont Craft Ales","Claremont"," CA","Jacaranada Rye IPA",1772,0.067,60,"American IPA",16
"1642",322,"Rivertown Brewing Company","Lockland"," OH","Lil SIPA",1771,0.05,55,"American IPA",16
"1643",322,"Rivertown Brewing Company","Lockland"," OH","Hop Bomber Rye Pale Ale",1654,0.055,60,"American Pale Ale (APA)",16
"1644",323,"Voodoo Brewery","Meadville"," PA","Voodoo Love Child",1770,0.092,25,"Tripel",12
"1645",323,"Voodoo Brewery","Meadville"," PA","White Magick of the Sun",1769,0.079,23,"Witbier",12
"1646",323,"Voodoo Brewery","Meadville"," PA","Good Vibes IPA",1603,0.073,85,"American IPA",12
"1647",323,"Voodoo Brewery","Meadville"," PA","Pilzilla",1488,0.075,85,"American Double / Imperial Pilsner",12
"1648",323,"Voodoo Brewery","Meadville"," PA","Gran Met",1729,0.092,25,"Belgian Strong Pale Ale",12
"1649",323,"Voodoo Brewery","Meadville"," PA","Wynona's Big Brown Ale",1730,0.075,31,"American Brown Ale",12
"1652",325,"Pisgah Brewing Company","Black Mountain"," NC","Pisgah Pale Ale",1759,0.057,31,"American Pale Ale (APA)",12
"1653",325,"Pisgah Brewing Company","Black Mountain"," NC","GreyBeard™ IPA",1760,0.069,51,"American IPA",12
"1656",327,"Morgan Street Brewery","Saint Louis"," MO","Golden Pilsner",1046,0.05,35,"German Pilsener",12
"1657",327,"Morgan Street Brewery","Saint Louis"," MO","Morgan Street Oktoberfest",1617,0.049,24,"Märzen / Oktoberfest",12
"1658",327,"Morgan Street Brewery","Saint Louis"," MO","Black Bear Dark Lager",1051,0.046,24,"Schwarzbier",12
"1659",327,"Morgan Street Brewery","Saint Louis"," MO","Honey Wheat",1052,0.047,14,"American Pale Wheat Ale",12
"1660",327,"Morgan Street Brewery","Saint Louis"," MO","When Helles Freezes Over",1756,0.056,18,"Munich Helles Lager",12
"1669",329,"The Just Beer Project","Burlington"," VT","Just IPA",1749,0.046,45,"American IPA",12
"1670",330,"The Bronx Brewery","Bronx"," NY","Bronx Pale Ale",1037,0.063,50,"American Pale Ale (APA)",16
"1671",330,"The Bronx Brewery","Bronx"," NY","Bronx Black Pale Ale",1747,0.057,46,"American Black Ale",16
"1672",330,"The Bronx Brewery","Bronx"," NY","Bronx Summer Pale Ale",1748,0.052,16,"American Pale Ale (APA)",16
"1673",331,"Dead Armadillo Craft Brewing","Tulsa"," OK","Dead Armadillo Amber Ale",1746,0.063,37,"American Amber / Red Ale",12
"1681",333,"La Cumbre Brewing Company","Albuquerque"," NM","A Slice of Hefen",1741,0.054,15,"Hefeweizen",16
"1682",333,"La Cumbre Brewing Company","Albuquerque"," NM","Elevated IPA",664,0.072,100,"American IPA",16
"1686",336,"Fargo Brewing Company","Fargo"," ND","Iron Horse Pale Ale",1722,0.05,32,"American Pale Ale (APA)",12
"1687",336,"Fargo Brewing Company","Fargo"," ND","Stone's Throw IPA",1435,0.045,19,"Scottish Ale",12
"1688",336,"Fargo Brewing Company","Fargo"," ND","Wood Chipper India Pale Ale",1434,0.067,70,"American IPA",12
"1689",337,"Big Sky Brewing Company","Missoula"," MT","Moose Drool Brown Ale (2009)",34,0.051,26,"American Brown Ale",12
"1690",337,"Big Sky Brewing Company","Missoula"," MT","Montana Trout Slayer Ale (2009)",35,0.05,35,"American Pale Wheat Ale",12
"1691",337,"Big Sky Brewing Company","Missoula"," MT","Scape Goat Pale Ale (2010)",159,0.05,40,"English Pale Ale",12
"1693",337,"Big Sky Brewing Company","Missoula"," MT","Montana Trout Slayer Ale",1712,0.05,35,"American Pale Wheat Ale",12
"1694",337,"Big Sky Brewing Company","Missoula"," MT","Scape Goat Pale Ale",1713,0.05,40,"English Pale Ale",12
"1695",337,"Big Sky Brewing Company","Missoula"," MT","Moose Drool Brown Ale",1711,0.051,26,"American Brown Ale",12
"1696",337,"Big Sky Brewing Company","Missoula"," MT","Big Sky IPA",1714,0.062,65,"American IPA",12
"1697",337,"Big Sky Brewing Company","Missoula"," MT","Big Sky IPA (2012)",579,0.062,65,"American IPA",12
"1698",337,"Big Sky Brewing Company","Missoula"," MT","Moose Drool Brown Ale (2011)",767,0.051,26,"American Brown Ale",12
"1699",337,"Big Sky Brewing Company","Missoula"," MT","Powder Hound Winter Ale",1456,0.072,60,"English Strong Ale",12
"1700",337,"Big Sky Brewing Company","Missoula"," MT","Montana Trout Slayer Ale (2012)",766,0.05,35,"American Pale Wheat Ale",12
"1701",338,"Nebraska Brewing Company","Papillion"," NE","Cardinal Pale Ale",1145,0.057,29,"American Pale Ale (APA)",12
"1702",338,"Nebraska Brewing Company","Papillion"," NE","Nebraska India Pale Ale",1148,0.065,65,"American IPA",12
"1703",338,"Nebraska Brewing Company","Papillion"," NE","Brunette Nut Brown Ale",1146,0.048,15,"English Brown Ale",12
"1704",338,"Nebraska Brewing Company","Papillion"," NE","Wick For Brains",1705,0.061,11,"Pumpkin Ale",12
"1705",338,"Nebraska Brewing Company","Papillion"," NE","EOS Hefeweizen",1147,0.048,10,"Hefeweizen",12
"1709",340,"Wormtown Brewery","Worcester"," MA","Be Hoppy IPA",1697,0.065,69,"American IPA",16
"1710",341,"Due South Brewing Company","Boynton Beach"," FL","Category 3 IPA",1685,0.061,64,"American IPA",12
"1713",343,"KelSo Beer Company","Brooklyn"," NY","KelSo Nut Brown Lager",1678,0.057,19,"Euro Dark Lager",12
"1714",343,"KelSo Beer Company","Brooklyn"," NY","KelSo India Pale Ale",1572,0.06,64,"American IPA",12
"1715",343,"KelSo Beer Company","Brooklyn"," NY","KelSo Pilsner",1348,0.055,23,"Czech Pilsener",12
"1716",344,"Hardywood Park Craft Brewery","Richmond"," VA","Hardywood Cream Ale",1331,0.044,18,"Cream Ale",12
"1717",344,"Hardywood Park Craft Brewery","Richmond"," VA","The Great Return",1677,0.075,70,"American IPA",16
"1718",344,"Hardywood Park Craft Brewery","Richmond"," VA","Capital Trail Pale Ale",1270,0.056,55,"American Pale Ale (APA)",12
"1719",345,"Wolf Hills Brewing Company","Abingdon"," VA","Troopers Alley IPA",1676,0.059,135,"American IPA",12
"1720",346,"Lavery Brewing Company","Erie"," PA","Duluchan India Pale Ale",1249,0.056,70,"American IPA",12
"1721",346,"Lavery Brewing Company","Erie"," PA","Madra Allta",1675,0.064,95,"American IPA",12
"1722",347,"Manzanita Brewing Company","Santee"," CA","Riverwalk Blonde Ale",1672,0.06,25,"American Blonde Ale",12
"1723",347,"Manzanita Brewing Company","Santee"," CA","Manzanita Pale Ale",1670,0.066,44,"American Pale Ale (APA)",12
"1724",347,"Manzanita Brewing Company","Santee"," CA","Manzanita IPA",1673,0.08,88,"American IPA",12
"1725",347,"Manzanita Brewing Company","Santee"," CA","Gillespie Brown Ale",1671,0.095,49,"American Brown Ale",12
"1726",347,"Manzanita Brewing Company","Santee"," CA","Chaotic Double IPA",1674,0.099,93,"American Double / Imperial IPA",12
"1730",351,"Central Coast Brewing Company","San Luis Obispo"," CA","Catch 23",1646,0.075,77,"American Black Ale",16
"1731",351,"Central Coast Brewing Company","San Luis Obispo"," CA","Lucky Day IPA",1648,0.072,85,"American IPA",16
"1732",351,"Central Coast Brewing Company","San Luis Obispo"," CA","Chai Ale",1649,0.051,15,"Herbed / Spiced Beer",16
"1733",351,"Central Coast Brewing Company","San Luis Obispo"," CA","Terrace Hill Double IPA",1647,0.095,99,"American Double / Imperial IPA",16
"1734",352,"Westfield River Brewing Company","Westfield"," MA","Westfield Octoberfest",1645,0.057,22,"Märzen / Oktoberfest",12
"1736",352,"Westfield River Brewing Company","Westfield"," MA","Charlie in the Rye",1550,0.058,55,"American IPA",12
"1743",356,"Pikes Peak Brewing Company","Monument"," CO","Elephant Rock IPA",1384,0.07,75,"American IPA",12
"1746",357,"Manayunk Brewing Company","Philadelphia"," PA","Schuylkill Punch",1355,0.06,14,"Fruit / Vegetable Beer",12
"1747",357,"Manayunk Brewing Company","Philadelphia"," PA","Monk from the 'Yunk",1356,0.09,30,"Tripel",12
"1749",357,"Manayunk Brewing Company","Philadelphia"," PA","Belgian Style Session Ale",1625,0.045,21,"Belgian Pale Ale",12
"1751",357,"Manayunk Brewing Company","Philadelphia"," PA","Summer Paradise",1484,0.05,18,"American Pale Wheat Ale",12
"1752",357,"Manayunk Brewing Company","Philadelphia"," PA","Dreamin' Double IPA",1334,0.085,85,"American Double / Imperial IPA",12
"1756",360,"NoDa Brewing Company","Charlotte"," NC","Jam Session",1622,0.051,31,"American Pale Ale (APA)",16
"1757",360,"NoDa Brewing Company","Charlotte"," NC","Hop Drop 'N Roll IPA",1621,0.072,80,"American IPA",16
"1758",361,"Aviator Brewing Company","Fuquay-Varina"," NC","Pumpkin Beast",1620,0.062,17,"Pumpkin Ale",12
"1759",361,"Aviator Brewing Company","Fuquay-Varina"," NC","Devils Tramping Ground Tripel",704,0.092,5,"Tripel",12
"1760",361,"Aviator Brewing Company","Fuquay-Varina"," NC","Hot Rod Red",702,0.061,41,"American Amber / Red Ale",12
"1761",361,"Aviator Brewing Company","Fuquay-Varina"," NC","Mad Beach",1228,0.048,23,"American Pale Wheat Ale",12
"1763",361,"Aviator Brewing Company","Fuquay-Varina"," NC","OktoberBeast",1579,0.072,22,"Märzen / Oktoberfest",12
"1765",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Hop Slayer Double IPA (2011)",740,0.082,100,"American Double / Imperial IPA",12
"1766",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Jack Stout",366,0.06,23,"Oatmeal Stout",12
"1767",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Hop Slayer Double IPA (2011)",430,0.082,100,"American Double / Imperial IPA",12
"1768",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Phat Chance",971,0.052,27,"American Blonde Ale",12
"1770",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Hop Slayer Double IPA",1619,0.082,100,"American Double / Imperial IPA",12
"1771",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Wild Onion Summer Wit",398,0.042,13,"Witbier",12
"1772",362,"Wild Onion Brewing Company","Lake Barrington"," IL","Paddy Pale Ale",162,0.056,41,"American Pale Ale (APA)",12
"1774",363,"Hilliard's Beer","Seattle"," WA","Hilliard's Blonde",724,0.049,20,"American Blonde Ale",16
"1775",363,"Hilliard's Beer","Seattle"," WA","Hilliard's Pils",889,0.055,34,"Czech Pilsener",16
"1776",363,"Hilliard's Beer","Seattle"," WA","Hilliard's Amber Ale",497,0.055,60,"American Amber / Red Ale",16
"1777",363,"Hilliard's Beer","Seattle"," WA","The 12th Can™",1615,0.045,32,"American Pale Ale (APA)",16
"1778",363,"Hilliard's Beer","Seattle"," WA","Hilliard's Saison",496,0.066,30,"Saison / Farmhouse Ale",16
"1786",366,"Great River Brewery","Davenport"," IA","483 Pale Ale (2010)",190,0.053,48,"American Pale Ale (APA)",16
"1787",366,"Great River Brewery","Davenport"," IA","Dos Pistolas",1244,0.048,20,"Vienna Lager",12
"1788",366,"Great River Brewery","Davenport"," IA","Barrel Aged Farmer",1574,0.07,22,"American Brown Ale",16
"1789",366,"Great River Brewery","Davenport"," IA","Roller Dam Red Ale",864,0.054,30,"Irish Red Ale",16
"1791",366,"Great River Brewery","Davenport"," IA","40th Annual Bix Street Fest Copper Ale (Current)",517,0.048,25,"American Amber / Red Ale",16
"1792",366,"Great River Brewery","Davenport"," IA","Chickawawa Lemonale",1604,0.05,5,"Fruit / Vegetable Beer",12
"1793",366,"Great River Brewery","Davenport"," IA","Roller Dam Red Ale (2010)",189,0.054,30,"Irish Red Ale",16
"1794",366,"Great River Brewery","Davenport"," IA","Redband Stout",371,0.06,36,"American Stout",16
"1795",366,"Great River Brewery","Davenport"," IA","Big Cock IPA",540,0.07,70,"American IPA",16
"1798",366,"Great River Brewery","Davenport"," IA","Owney Irish Style Red Ale",1064,0.05,30,"Irish Red Ale",16
"1799",366,"Great River Brewery","Davenport"," IA","483 Pale Ale",863,0.053,48,"American Pale Ale (APA)",16
"1800",366,"Great River Brewery","Davenport"," IA","Oktoberfest",539,0.059,25,"Märzen / Oktoberfest",16
"1801",366,"Great River Brewery","Davenport"," IA","Farmer Brown Ale",655,0.07,22,"American Brown Ale",16
"1802",366,"Great River Brewery","Davenport"," IA","Hop A Potamus Double Dark Rye Pale Ale",672,0.09,99,"Rye Beer",16
"1803",366,"Great River Brewery","Davenport"," IA","Widespread Wit",865,0.055,10,"Witbier",16
"1806",367,"Mustang Brewing Company","Mustang"," OK","Mustang Golden Ale",421,0.053,10,"American Blonde Ale",12
"1807",367,"Mustang Brewing Company","Mustang"," OK","Washita Wheat",420,0.053,14,"American Pale Wheat Ale",12
"1809",368,"Airways Brewing Company","Kent"," WA","Oatmeal PSA",1162,0.05,35,"American Pale Ale (APA)",16
"1810",368,"Airways Brewing Company","Kent"," WA","Maylani's Coconut Stout",1594,0.053,35,"American Stout",16
"1811",368,"Airways Brewing Company","Kent"," WA","Pre Flight Pilsner",1137,0.052,33,"American Pilsner",16
